hospital_id,department_name,department_count
771693,"Hals-, Nasen-, Ohrenheilkunde",122
771693,Palliativmedizin,65
771693,"Innere Medizin/Schwerpunkt Schlaganfallpatienten (stroke units, Artikel 7 § 1 Abs. 3 GKV-SolG)",0
771694,Innere Medizin,2666
771694,Allgemeine Chirurgie,2141
771694,Intensivmedizin,161
771695,Innere Medizin,6282
771695,Allgemeine Chirurgie,4205
771695,Frauenheilkunde und Geburtshilfe,1760
771695,Pädiatrie,1567
771695,Augenheilkunde,1237
771695,Urologie,1181
771695,"Hals-, Nasen-, Ohrenheilkunde",657
771695,Intensivmedizin,157
771696,Kardiologie,5537
771696,Innere Medizin,2569
771696,Unfallchirurgie,2031
771696,Gefäßchirurgie,1251
771696,Endokrinologie,1174
771696,Allgemeine Chirurgie,1069
771696,Hämatologie und internistische Onkologie,522
771696,Thoraxchirurgie,477
771696,Plastische Chirurgie,285
771696,Palliativmedizin,125
771697,Innere Medizin,2537
771698,Kardiologie,2564
771698,Neurologie,2295
771698,Unfallchirurgie,1891
771698,Innere Medizin,1778
771698,Allgemeine Chirurgie,1735
771698,Geburtshilfe,1282
771698,Gastroenterologie,1197
771698,Gefäßchirurgie,360
771698,Frauenheilkunde und Geburtshilfe,317
771698,Frauenheilkunde und Geburtshilfe/ohne Differenzierung nach Schwerpunkten (II),251
771698,Neurochirurgie,186
771698,Palliativmedizin,142
771698,Schmerztherapie,67
771699,Geburtshilfe,4177
771699,Innere Medizin,3710
771699,Pädiatrie,3118
771699,Orthopädie,1409
771699,Allgemeine Chirurgie,1060
771699,Unfallchirurgie,697
771699,Frauenheilkunde,445
771700,Kardiologie,7565
771700,Frauenheilkunde und Geburtshilfe,6476
771700,Hämatologie und internistische Onkologie,6194
771700,Pädiatrie,4861
771700,Neurologie,4195
771700,"Hals-, Nasen-, Ohrenheilkunde",3735
771700,Dermatologie,3431
771700,Frauenheilkunde,3055
771700,Augenheilkunde,2723
771700,Gastroenterologie,2564
771700,Neurochirurgie,2521
771700,Allgemeine Chirurgie,2409
771700,Urologie,1835
771700,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",1628
771700,Pädiatrie/Schwerpunkt Hämatologie und internistische Onkologie,1626
771700,Kinderchirurgie,1601
771700,Endokrinologie,1213
771700,Neonatologie,1133
771700,Herzchirurgie,1091
771700,Strahlenheilkunde,1066
771700,Gefäßchirurgie,969
771700,Innere Medizin,853
771700,Kinderkardiologie,822
771700,Nuklearmedizin,590
771700,Intensivmedizin,0
771700,Pädiatrie/Schwerpunkt Kinderneurologie,0
771701,Innere Medizin,4862
771701,Innere Medizin/ohne Differenzierung nach Schwerpunkten (II),3471
771701,Frauenheilkunde und Geburtshilfe,2710
771701,Unfallchirurgie/ohne Differenzierung nach Schwerpunkten (II),2191
771701,Augenheilkunde,2077
771701,Allgemeine Chirurgie,1871
771701,Pädiatrie,1337
771701,Neurologie,1257
771701,"Hals-, Nasen-, Ohrenheilkunde",1184
771701,Dermatologie,1021
771701,Urologie,906
771701,Neurochirurgie,736
771701,Intensivmedizin,434
771701,Allgemeine Chirurgie/Schwerpunkt Unfallchirurgie,399
771701,Allgemeine Chirurgie/Schwerpunkt Gefäßchirurgie,313
771701,Orthopädie,234
771701,Nuklearmedizin,78
771701,Innere Medizin/Schwerpunkt Geriatrie,7
771701,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",4
771702,Allgemeine Chirurgie,5036
771702,Frauenheilkunde,1669
771703,Urologie,3509
771703,Unfallchirurgie/ohne Differenzierung nach Schwerpunkten (II),2479
771703,Innere Medizin,2390
771703,Innere Medizin/Schwerpunkt Kardiologie,2302
771703,Allgemeine Chirurgie,1024
771703,Unfallchirurgie,854
771703,Palliativmedizin,613
771703,Wirbelsäulenchirurgie,587
771703,Allgemeine Chirurgie/Schwerpunkt Gefäßchirurgie,323
771703,Allgemeine Chirurgie/ohne Differenzierung nach Schwerpunkten (II),119
771703,Frauenheilkunde,4
771712,Kardiologie,3645
771712,Urologie,1062
771713,Innere Medizin,3915
771713,Unfallchirurgie,2462
771713,Allgemeine Chirurgie,1436
771713,Frauenheilkunde und Geburtshilfe,1146
771713,Gefäßchirurgie,514
771713,"Hals-, Nasen-, Ohrenheilkunde",390
771713,Palliativmedizin,135
771713,Kardiologie,79
771715,Pädiatrie,6226
771715,Neonatologie,921
771716,Innere Medizin,2873
771716,Allgemeine Chirurgie,2246
771716,Geburtshilfe,1452
771716,Frauenheilkunde und Geburtshilfe,268
771716,"Hals-, Nasen-, Ohrenheilkunde",90
771716,Urologie,25
771717,Sonstige Fachabteilung,1359
771717,Orthopädie,1353
771718,Kardiologie,5151
771718,Frauenheilkunde und Geburtshilfe,3486
771718,Pädiatrie,2478
771718,Gastroenterologie,2211
771718,Urologie,2027
771718,Unfallchirurgie,1684
771718,Allgemeine Chirurgie,1454
771718,Innere Medizin,1302
771718,Neurologie,1111
771718,Pneumologie,1009
771718,Intensivmedizin,659
771718,Hämatologie und internistische Onkologie,571
771718,Nephrologie,453
771718,Schmerztherapie,289
771718,Strahlenheilkunde,256
771718,"Hals-, Nasen-, Ohrenheilkunde",20
771718,Endokrinologie,0
771718,Palliativmedizin,0
771718,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",0
771719,Unfallchirurgie,2345
771719,Gastroenterologie,2285
771719,Kardiologie,2227
771719,Frauenheilkunde und Geburtshilfe,1722
771719,Neurochirurgie,1125
771719,Allgemeine Chirurgie,996
771719,Geriatrie,350
771719,Intensivmedizin,230
771719,"Hals-, Nasen-, Ohrenheilkunde",82
771719,Nephrologie,0
771720,Allgemeine Chirurgie,1200
771720,Innere Medizin,143
771721,Innere Medizin,3251
771721,Allgemeine Chirurgie,823
771721,Orthopädie und Unfallchirurgie,592
771721,Geriatrie,546
771721,Intensivmedizin,253
771722,Innere Medizin,10584
771722,Allgemeine Chirurgie,4690
771722,Frauenheilkunde und Geburtshilfe,4370
771722,Pädiatrie,3620
771722,Urologie,2233
771722,"Hals-, Nasen-, Ohrenheilkunde",1977
771722,Neurologie,1886
771722,Augenheilkunde,86
771722,Strahlenheilkunde,40
771723,Allgemeine Chirurgie,5491
771723,Innere Medizin,4850
771723,Frauenheilkunde und Geburtshilfe,2400
771723,Allgemeine Chirurgie/ohne Differenzierung nach Schwerpunkten (II),110
771723,Palliativmedizin,76
771723,Gefäßchirurgie,22
771725,Innere Medizin,4957
771725,Allgemeine Chirurgie,2489
771725,Orthopädie und Unfallchirurgie,1515
771725,Frauenheilkunde und Geburtshilfe,862
771725,Intensivmedizin,173
771726,Innere Medizin,1579
771726,Allgemeine Chirurgie,840
771726,Orthopädie und Unfallchirurgie,0
771727,Innere Medizin,3728
771727,Allgemeine Chirurgie,1759
771727,Frauenheilkunde und Geburtshilfe,689
771728,Innere Medizin,2741
771728,Neurologie,2571
771728,Kardiologie,2522
771728,Allgemeine Chirurgie,2118
771728,Urologie,1905
771728,Nephrologie,1096
771728,Angiologie,846
771728,Gefäßchirurgie,675
771728,Innere Medizin/Schwerpunkt Geriatrie,304
771729,Innere Medizin,1291
771729,Intensivmedizin,220
771730,Innere Medizin/Schwerpunkt Kardiologie,2582
771730,Innere Medizin,2178
771730,Allgemeine Chirurgie/Schwerpunkt Unfallchirurgie,1468
771730,Frauenheilkunde und Geburtshilfe,1255
771730,Allgemeine Chirurgie,1030
771730,Urologie,912
771730,Neurochirurgie,326
771730,Intensivmedizin,170
771734,Augenheilkunde,5155
771734,Geburtshilfe/ohne Differenzierung nach Schwerpunkten (II),4535
771734,Unfallchirurgie/ohne Differenzierung nach Schwerpunkten (II),2219
771734,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",1932
771734,Kinderchirurgie,1804
771734,Pädiatrie,1751
771734,Kardiologie,1070
771734,Gastroenterologie,1002
771734,Neurologie/ohne Differenzierung nach Schwerpunkten (II),965
771734,Visceralchirurgie,948
771734,Plastische Chirurgie,914
771734,"Hals-, Nasen-, Ohrenheilkunde",854
771734,Neonatologie,741
771734,Pädiatrie/Schwerpunkt Hämatologie und internistische Onkologie,666
771734,Innere Medizin/ohne Differenzierung nach Schwerpunkten (II),652
771734,Innere Medizin/Schwerpunkt Endokrinologie,643
771734,Innere Medizin/Schwerpunkt Geriatrie,491
771734,Pädiatrie/Schwerpunkt Gastroenterologie,365
771734,Schmerztherapie,337
771734,Pädiatrie/Schwerpunkt Kinderneurologie,307
771734,Intensivmedizin/Schwerpunkt Pädiatrie,256
771734,Intensivmedizin/Schwerpunkt Innere Medizin,236
771734,Innere Medizin/Schwerpunkt Nephrologie,223
771734,Intensivmedizin,171
771734,Innere Medizin/Schwerpunkt Infektionskrankheiten,168
771734,Pädiatrie/ohne Differenzierung nach Schwerpunkten (X),150
771734,Innere Medizin/ohne Differenzierung nach Schwerpunkten (X),135
771734,Pädiatrie/Schwerpunkt Lungen- und Bronchialheilkunde,133
771734,Frauenheilkunde und Geburtshilfe/ohne Differenzierung nach Schwerpunkten (II),124
771734,Nuklearmedizin,113
771734,Neurologie,101
771734,Angiologie,92
771734,Innere Medizin/Schwerpunkt Rheumatologie,78
771734,Pädiatrie/Schwerpunkt Nephrologie,68
771734,Innere Medizin/Schwerpunkt Diabetes,63
771734,Pädiatrie/Schwerpunkt Endokrinologie,41
771734,Intensivmedizin/ohne Differenzierung nach Schwerpunkten (II),35
771734,Pädiatrie/ohne Differenzierung nach Schwerpunkten (III),23
771734,Pädiatrie/ohne Differenzierung nach Schwerpunkten (II),21
771734,Innere Medizin,0
771734,Pädiatrie/Schwerpunkt Rheumatologie,0
771734,Intensivmedizin/ohne Differenzierung nach Schwerpunkten (X),0
771734,Intensivmedizin/ohne Differenzierung nach Schwerpunkten (III),0
771734,Thoraxchirurgie,0
771734,Gefäßchirurgie,0
771734,Pneumologie,0
771736,"Hals-, Nasen-, Ohrenheilkunde",4543
771736,Unfallchirurgie/ohne Differenzierung nach Schwerpunkten (II),4465
771736,Kardiologie,4282
771736,Gastroenterologie,3959
771736,Urologie,3480
771736,Geburtshilfe,3148
771736,Hämatologie und internistische Onkologie,2847
771736,Neurologie,2561
771736,Neurochirurgie,2196
771736,Frauenheilkunde und Geburtshilfe,2130
771736,Visceralchirurgie,1782
771736,Pneumologie,1681
771736,Neurologie/ohne Differenzierung nach Schwerpunkten (III),1558
771736,Strahlenheilkunde,1114
771736,Nuklearmedizin,923
771736,"Neurologie/Schwerpunkt Schlaganfallpatienten (stroke units, Artikel 7 § 1 Abs. 3 GKV-SolG)",902
771736,Kinderkardiologie,754
771736,Innere Medizin/ohne Differenzierung nach Schwerpunkten (X),649
771736,Gefäßchirurgie,621
771736,Radiologie,512
771736,Herzchirurgie,485
771736,Innere Medizin/Schwerpunkt Nephrologie,471
771736,Schmerztherapie,369
771736,Thoraxchirurgie,335
771736,Neonatologie,322
771736,Palliativmedizin,302
771736,Intensivmedizin,266
771736,Intensivmedizin/Schwerpunkt Chirurgie,248
771736,Plastische Chirurgie,231
771736,Intensivmedizin/Schwerpunkt Neurochirurgie,224
771736,Intensivmedizin/Schwerpunkt Herzchirurgie,218
771736,Intensivmedizin/Schwerpunkt Kardiologie,181
771736,Intensivmedizin/Schwerpunkt Neurologie,128
771736,Pädiatrie/ohne Differenzierung nach Schwerpunkten (IV),128
771736,Intensivmedizin/ohne Differenzierung nach Schwerpunkten (III),107
771736,Intensivmedizin/Schwerpunkt Innere Medizin,94
771736,Intensivmedizin/Schwerpunkt Urologie,62
771736,"Intensivmedizin/Schwerpunkt Hals-, Nasen-, Ohrenheilkunde",23
771736,Intensivmedizin/Schwerpunkt Frauenheilkunde und Geburtshilfe,11
771736,Innere Medizin,10
771736,Frauenheilkunde und Geburtshilfe/ohne Differenzierung nach Schwerpunkten (II),0
771736,Sonstige Fachabteilung,0
771736,Intensivmedizin/ohne Differenzierung nach Schwerpunkten (X),0
771736,Innere Medizin/ohne Differenzierung nach Schwerpunkten (II),0
771737,Chirurgie/Schwerpunkt Orthopädie,2287
771737,Innere Medizin,1854
771738,Innere Medizin,3080
771738,Chirurgie/Schwerpunkt Orthopädie,2473
771738,Frauenheilkunde und Geburtshilfe,739
771739,Geriatrie,1782
771739,Innere Medizin,1047
771739,Geriatrie/Tagesklinik (für teilstationäre Pflegesätze),314
771746,Neurologie/Schwerpunkt Neurologische Frührehabilitation,349
771746,Neurologie,297
771748,Allgemeine Chirurgie,3227
771748,Innere Medizin,2957
771748,Frauenheilkunde und Geburtshilfe,1966
771748,Urologie,686
771749,Allgemeine Chirurgie,2984
771749,Innere Medizin,2379
771749,Frauenheilkunde und Geburtshilfe,822
771749,"Hals-, Nasen-, Ohrenheilkunde",225
771750,Innere Medizin,1137
771750,Gefäßchirurgie,73
771757,Allgemeine Chirurgie,2624
771757,Innere Medizin,2536
771757,Geriatrie,153
771757,Innere Medizin/ohne Differenzierung nach Schwerpunkten (II),0
771758,Frauenheilkunde und Geburtshilfe,3649
771758,Innere Medizin,1802
771758,Allgemeine Chirurgie,1381
771758,Allgemeine Chirurgie/Schwerpunkt Unfallchirurgie,1152
771758,Innere Medizin/Schwerpunkt Gastroenterologie,714
771758,Palliativmedizin,111
771758,Innere Medizin/Schwerpunkt Hämatologie und internistische Onkologie,106
771758,Innere Medizin/Schwerpunkt Pneumologie,0
771759,Innere Medizin,4124
771759,Geriatrie,364
771759,Allgemeine Chirurgie,0
771764,Innere Medizin,5768
771764,Allgemeine Chirurgie,3979
771764,"Hals-, Nasen-, Ohrenheilkunde",133
771764,Frauenheilkunde und Geburtshilfe,25
771765,Allgemeine Chirurgie,1198
771765,Innere Medizin,313
771765,"Hals-, Nasen-, Ohrenheilkunde",260
771765,Frauenheilkunde und Geburtshilfe,79
771766,Frauenheilkunde und Geburtshilfe,5589
771766,Kardiologie,4874
771766,Urologie,3208
771766,Unfallchirurgie,2742
771766,Allgemeine Chirurgie,2735
771766,Pädiatrie,2355
771766,Innere Medizin,2163
771766,Gastroenterologie,2057
771766,Neurologie,2008
771766,Hämatologie und internistische Onkologie,1943
771766,Pädiatrie/Schwerpunkt Neonatologie,924
771766,Gefäßchirurgie,703
771766,Palliativmedizin,211
771767,Innere Medizin,8246
771767,Allgemeine Chirurgie,4611
771767,Frauenheilkunde und Geburtshilfe,3853
771767,Urologie,2544
771767,"Hals-, Nasen-, Ohrenheilkunde",83
771768,Innere Medizin/Schwerpunkt Diabetes,845
771769,Frauenheilkunde und Geburtshilfe,4314
771769,Allgemeine Chirurgie,2734
771769,Innere Medizin,2621
771769,Pädiatrie,2005
771769,Neurologie,1997
771769,Kinderchirurgie,770
771769,Neonatologie,602
771770,Innere Medizin,3419
771770,Allgemeine Chirurgie,2819
771770,"Hals-, Nasen-, Ohrenheilkunde",640
771778,Innere Medizin,2063
771779,Dermatologie,2932
771779,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",1626
771779,Plastische Chirurgie,1336
771779,Hämatologie und internistische Onkologie,448
771780,Rheumatologie,3247
771780,Lungen- und Bronchialheilkunde,1950
771780,Pneumologie,1093
771780,Orthopädie,645
771780,Thoraxchirurgie,562
771780,Lungen- und Bronchialheilkunde/ohne Differenzierung nach Schwerpunkten (II),485
771783,Allgemeine Chirurgie,3567
771783,Frauenheilkunde und Geburtshilfe,2999
771783,Innere Medizin,2942
771783,Urologie,2063
771783,Intensivmedizin,676
771783,Palliativmedizin,146
771783,Pädiatrie/Schwerpunkt Neonatologie,112
771784,Innere Medizin/ohne Differenzierung nach Schwerpunkten (II),2008
771784,Allgemeine Chirurgie/ohne Differenzierung nach Schwerpunkten (II),1572
771785,Allgemeine Chirurgie,3241
771785,"Hals-, Nasen-, Ohrenheilkunde",877
771785,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",405
771785,Augenheilkunde,90
771789,Neurologie,1381
771790,Innere Medizin/Schwerpunkt Pneumologie,1904
771792,Innere Medizin,3015
771792,Allgemeine Chirurgie,2526
771792,"Hals-, Nasen-, Ohrenheilkunde",0
771792,Kardiologie,0
771793,Neurologie,1631
771793,Geriatrie,1456
771793,Innere Medizin,1017
771793,Allgemeine Chirurgie,676
771793,Geriatrie/Tagesklinik (für teilstationäre Pflegesätze),252
771801,Geburtshilfe,3127
771801,Innere Medizin,2151
771801,Allgemeine Chirurgie,2067
771801,Augenheilkunde,2014
771801,Innere Medizin/Schwerpunkt Gastroenterologie,1018
771801,Frauenheilkunde,1015
771801,Unfallchirurgie,108
771801,Innere Medizin/Schwerpunkt Geriatrie,12
771801,Innere Medizin/Schwerpunkt Rheumatologie,0
771802,Kardiologie,4539
771802,Unfallchirurgie,3736
771802,Augenheilkunde,2791
771802,Allgemeine Chirurgie,2252
771802,"Hals-, Nasen-, Ohrenheilkunde",2235
771802,Gastroenterologie,2106
771802,Geburtshilfe,2007
771802,Orthopädie,1604
771802,Hämatologie und internistische Onkologie,1266
771802,Pneumologie,1247
771802,Frauenheilkunde,1000
771802,Strahlenheilkunde,916
771802,Chirurgie/Schwerpunkt Orthopädie,688
771802,Thoraxchirurgie,593
771802,Frauenheilkunde und Geburtshilfe,335
771802,Nuklearmedizin,280
771802,Innere Medizin,267
771802,Palliativmedizin,248
771802,Innere Medizin/Schwerpunkt Geriatrie,71
771803,Innere Medizin,1494
771803,Urologie,1088
771803,Orthopädie/Schwerpunkt Chirurgie,941
771803,"Hals-, Nasen-, Ohrenheilkunde",873
771803,Allgemeine Chirurgie,726
771803,Neurologie,423
771803,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",418
771803,Dermatologie,361
771803,Intensivmedizin,276
771803,Neurochirurgie,113
771803,Augenheilkunde,0
771804,Innere Medizin,3156
771804,Unfallchirurgie,1582
771804,Allgemeine Chirurgie,639
771804,Plastische Chirurgie,424
771804,Geriatrie,407
771804,Gefäßchirurgie,225
771804,Intensivmedizin,189
771805,Frauenheilkunde und Geburtshilfe,6306
771805,Innere Medizin,3656
771805,Unfallchirurgie,2952
771805,Urologie,2889
771805,Allgemeine Chirurgie,2125
771805,Innere Medizin/Schwerpunkt Geriatrie,560
771805,Intensivmedizin,304
771805,Palliativmedizin,298
771805,Neonatologie,244
771807,Frauenheilkunde und Geburtshilfe,7446
771807,Innere Medizin/Schwerpunkt Kardiologie,3387
771807,Innere Medizin/Schwerpunkt Gastroenterologie,3244
771807,Neurologie,2859
771807,Urologie,2737
771807,Unfallchirurgie,2603
771807,Dermatologie,2221
771807,Innere Medizin/Schwerpunkt Hämatologie und internistische Onkologie,2175
771807,"Hals-, Nasen-, Ohrenheilkunde",2172
771807,Augenheilkunde,1711
771807,Innere Medizin/Schwerpunkt Nephrologie,1355
771807,Allgemeine Chirurgie,1163
771807,"Neurologie/Schwerpunkt Schlaganfallpatienten (stroke units, Artikel 7 § 1 Abs. 3 GKV-SolG)",926
771807,Neurochirurgie,899
771807,Gefäßchirurgie,780
771807,Strahlenheilkunde,433
771807,Intensivmedizin,336
771807,Angiologie,238
771807,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",119
771808,Allgemeine Chirurgie,2338
771808,Innere Medizin,2288
771808,Frauenheilkunde und Geburtshilfe,2059
771808,Pädiatrie,1916
771808,Orthopädie und Unfallchirurgie,917
771808,Neurologie,895
771808,Urologie,377
771808,Geriatrie,293
771808,Intensivmedizin,249
771809,Innere Medizin,3684
771809,Geriatrie,344
771809,Rheumatologie,77
771810,Allgemeine Chirurgie,2805
771810,Innere Medizin,223
771811,Augenheilkunde/ohne Differenzierung nach Schwerpunkten (II),1367
771811,Augenheilkunde,403
771812,Unfallchirurgie,3377
771812,Plastische Chirurgie,1231
771812,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",999
771812,Unfallchirurgie/ohne Differenzierung nach Schwerpunkten (II),571
771812,Intensivmedizin,233
771812,Orthopädie,131
771813,Frauenheilkunde und Geburtshilfe,9804
771813,Allgemeine Chirurgie,3220
771813,Innere Medizin/Schwerpunkt Kardiologie,2563
771813,Innere Medizin,2212
771813,Innere Medizin/Schwerpunkt Endokrinologie,1255
771813,Neonatologie,280
771813,Geriatrie,261
771813,Augenheilkunde,239
771813,Urologie,118
771814,Innere Medizin,1958
771814,Orthopädie,636
771814,Allgemeine Chirurgie,500
771814,"Hals-, Nasen-, Ohrenheilkunde",267
771814,Frauenheilkunde,82
771814,Intensivmedizin,79
771818,Innere Medizin/Schwerpunkt Kardiologie,2932
771818,Frauenheilkunde und Geburtshilfe,1947
771818,Urologie,1895
771818,Unfallchirurgie,1559
771818,"Hals-, Nasen-, Ohrenheilkunde",1348
771818,Innere Medizin/Schwerpunkt Gastroenterologie,1218
771818,Allgemeine Chirurgie/Schwerpunkt Abdominal- und Gefäßchirurgie,957
771818,Innere Medizin/Schwerpunkt Pneumologie,613
771818,Geriatrie,493
771818,Innere Medizin/Schwerpunkt Hämatologie und internistische Onkologie,300
771818,Allgemeine Chirurgie/ohne Differenzierung nach Schwerpunkten (II),278
771818,Intensivmedizin,221
771818,Palliativmedizin,71
771818,Allgemeine Chirurgie/Schwerpunkt Thoraxchirurgie,32
771819,Innere Medizin,1476
771819,Orthopädie,957
771819,Allgemeine Chirurgie,594
771820,Innere Medizin,2746
771820,Frauenheilkunde und Geburtshilfe,1804
771820,Allgemeine Chirurgie,1738
771821,Neurologie,455
771825,Orthopädie,1166
771825,Allgemeine Chirurgie,855
771825,Urologie,737
771825,Neurochirurgie,672
771825,Innere Medizin/ohne Differenzierung nach Schwerpunkten (III),261
771825,Innere Medizin,172
771825,Frauenheilkunde,105
771825,"Hals-, Nasen-, Ohrenheilkunde",16
771825,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",7
771827,Innere Medizin,3562
771827,Frauenheilkunde und Geburtshilfe,2709
771827,Unfallchirurgie,2571
771827,Pädiatrie,2043
771827,Allgemeine Chirurgie,1098
771827,Geriatrie,806
771830,Innere Medizin,1310
771830,Allgemeine Chirurgie,1167
771830,Allgemeine Chirurgie/Schwerpunkt Unfallchirurgie,29
771831,Innere Medizin,3027
771831,Neurologie,2396
771831,Orthopädie,1361
771831,Frauenheilkunde und Geburtshilfe,1289
771831,Pädiatrie,1288
771831,Kardiologie,982
771831,Allgemeine Chirurgie,740
771831,Intensivmedizin,598
771831,Allgemeine Chirurgie/Schwerpunkt Unfallchirurgie,243
771833,Frauenheilkunde und Geburtshilfe,5936
771833,Innere Medizin/Schwerpunkt Kardiologie,2999
771833,Unfallchirurgie,2936
771833,Allgemeine Chirurgie,2775
771833,Urologie,2737
771833,Pädiatrie,2490
771833,Neurologie,2171
771833,Innere Medizin/Schwerpunkt Gastroenterologie,1304
771833,Augenheilkunde,1130
771833,Hämatologie und internistische Onkologie,850
771833,Nephrologie,406
771833,Intensivmedizin/Schwerpunkt Innere Medizin,372
771833,Allgemeine Chirurgie/Schwerpunkt Plastische Chirurgie,338
771833,Strahlenheilkunde,314
771833,Operative Intensivmedizin/Schwerpunkt Chirurgie,194
771833,Sonstige Fachabteilung/ohne Differenzierung nach Schwerpunkten (II),110
771833,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",20
771834,Innere Medizin,1952
771834,Orthopädie,1163
771835,Frauenheilkunde und Geburtshilfe,4277
771835,Innere Medizin/Schwerpunkt Kardiologie,3648
771835,Allgemeine Chirurgie,3299
771835,Pädiatrie,3205
771835,"Hals-, Nasen-, Ohrenheilkunde",3015
771835,Innere Medizin/Schwerpunkt Pneumologie,2992
771835,Augenheilkunde,2689
771835,Innere Medizin/Schwerpunkt Gastroenterologie,2530
771835,Neurologie,2232
771835,Unfallchirurgie,2042
771835,Urologie,1825
771835,Dermatologie,1815
771835,Intensivmedizin/ohne Differenzierung nach Schwerpunkten (II),1728
771835,Geriatrie,1720
771835,Kinderchirurgie,1305
771835,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",1103
771835,Innere Medizin/Schwerpunkt Hämatologie und internistische Onkologie,1099
771835,Neurochirurgie,1069
771835,Wirbelsäulenchirurgie,879
771835,Orthopädie,814
771835,Innere Medizin/Schwerpunkt Nephrologie,532
771835,Strahlenheilkunde,291
771835,Intensivmedizin,254
771835,Palliativmedizin,252
771835,Nuklearmedizin,177
771835,Innere Medizin,139
771836,Innere Medizin,2223
771836,Innere Medizin/Schwerpunkt Kardiologie,1871
771836,Allgemeine Chirurgie,1271
771836,Allgemeine Chirurgie/Schwerpunkt Abdominal- und Gefäßchirurgie,896
771836,Intensivmedizin/ohne Differenzierung nach Schwerpunkten (II),186
771836,Intensivmedizin,101
771836,"Hals-, Nasen-, Ohrenheilkunde",58
771836,"Innere Medizin/Schwerpunkt Schlaganfallpatienten (stroke units, Artikel 7 § 1 Abs. 3 GKV-SolG)",31
771837,Innere Medizin/ohne Differenzierung nach Schwerpunkten (II),1700
771837,Allgemeine Chirurgie/ohne Differenzierung nach Schwerpunkten (II),868
771837,Orthopädie,855
771837,Allgemeine Chirurgie/ohne Differenzierung nach Schwerpunkten (III),265
771837,Urologie,183
771837,Intensivmedizin/ohne Differenzierung nach Schwerpunkten (IV),162
771837,Intensivmedizin/ohne Differenzierung nach Schwerpunkten (III),17
771839,Frauenheilkunde und Geburtshilfe,2222
771839,Kardiologie,2149
771839,Innere Medizin,2137
771839,Urologie,2107
771839,Unfallchirurgie,2092
771839,Pneumologie,1847
771839,Hämatologie und internistische Onkologie,1819
771839,Neurologie,1589
771839,"Hals-, Nasen-, Ohrenheilkunde",1353
771839,Pädiatrie,1131
771839,Allgemeine Chirurgie,1023
771839,Intensivmedizin,904
771839,Neurochirurgie,817
771839,Gefäßchirurgie,781
771839,Palliativmedizin,294
771839,Geriatrie,245
771839,Strahlenheilkunde,230
771839,"Neurologie/Schwerpunkt Schlaganfallpatienten (stroke units, Artikel 7 § 1 Abs. 3 GKV-SolG)",185
771839,Angiologie,150
771839,Nuklearmedizin,135
771839,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",131
771840,Innere Medizin,3955
771840,Allgemeine Chirurgie,3311
771840,Intensivmedizin,155
771841,Innere Medizin,1244
771841,Neurologie,1082
771841,Orthopädie,984
771841,Neurochirurgie,966
771841,Allgemeine Chirurgie,285
771841,Sonstige Fachabteilung,269
771841,Intensivmedizin,197
771842,Innere Medizin,5854
771842,Allgemeine Chirurgie,4034
771842,Frauenheilkunde und Geburtshilfe,2952
771842,Pädiatrie,1722
771842,Neurologie,1581
771842,Orthopädie,517
771842,"Hals-, Nasen-, Ohrenheilkunde",179
771842,"Zahn- und Kieferheilkunde, Mund- und Kieferchirurgie",143
771842,Urologie,136
771842,Strahlenheilkunde,16
771843,Kardiologie,3559
771843,Geburtshilfe,2388
771843,Gastroenterologie,2093
771843,Pädiatrie,1968
771843,Neurologie,1785
771843,Unfallchirurgie,1535
771843,Urologie,1409
771843,Allgemeine Chirurgie,1084
771843,Innere Medizin/ohne Differenzierung nach Schwerpunkten (III),619
771843,Frauenheilkunde,618
771843,Gefäßchirurgie,555
771843,Allgemeine Chirurgie/Schwerpunkt Plastische Chirurgie,384
771843,Neonatologie,347
771847,Innere Medizin,1783
771847,Allgemeine Chirurgie,1153
771847,Geriatrie,126
771848,Innere Medizin,3579
771848,Pädiatrie,2374
771848,Frauenheilkunde und Geburtshilfe,2242
771848,Allgemeine Chirurgie,2130
771848,Innere Medizin/Schwerpunkt Gastroenterologie,2063
771848,Urologie,1603
771848,Orthopädie,1354
771848,Unfallchirurgie,1326
771848,Geriatrie,485
771848,"Hals-, Nasen-, Ohrenheilkunde",332
771849,Innere Medizin,2112
771849,Orthopädie,2034
771849,Allgemeine Chirurgie,732
771850,Innere Medizin,6396
771850,Allgemeine Chirurgie,2612
771850,Orthopädie,1870
771850,Augenheilkunde,1132
771850,"Hals-, Nasen-, Ohrenheilkunde",0
771851,Frauenheilkunde und Geburtshilfe,5337
