hospital_id,total_treatments,total_treatments_label,nursing_quotient,nursing_quotient_label,nursing_count,provider_type,bed_count,semi_residential_count,emergency_service
771421,627,sehr wenige,52.68,mittel,22,öffentlich,22,0,Keine Teilnahme an einer Notfallstufe.
771424,14703,viele,54.38,unterdurchschnittlich,304,öffentlich,331,6,Stufe 1 - Basisnotfallversorgung
771427,1671,sehr wenige,44.81,überdurchschnittlich,63,öffentlich,48,5,Stufe 1 - Basisnotfallversorgung
771429,13244,viele,46.4,überdurchschnittlich,249,öffentlich,275,10,Stufe 2 - Erweiterte Notfallversorgung
771430,13216,viele,43.36,überdurchschnittlich,172,freigemeinnützig,222,0,Stufe 1 - Basisnotfallversorgung
771431,1433,sehr wenige,69.65,weit unterdurchschnittlich,46,öffentlich,93,3,Keine Teilnahme an einer Notfallstufe.
771432,11689,viele,40.14,weit überdurchschnittlich,120,freigemeinnützig,146,0,Stufe 1 - Basisnotfallversorgung
771433,2412,wenige,33.84,weit überdurchschnittlich,17,privat,20,40,Keine Teilnahme an einer Notfallstufe.
771435,3087,wenige,47.9,überdurchschnittlich,59,öffentlich,81,0,Keine Teilnahme an einer Notfallstufe.
771436,23000,sehr viele,56.66,unterdurchschnittlich,433,privat,436,48,Stufe 3 - Umfassende Notfallversorgung
771437,133,sehr wenige,0.0,weit überdurchschnittlich,1,privat,0,8,"Ja, die Notfallstufe ist noch nicht vereinbart."
771443,1086,sehr wenige,61.54,weit unterdurchschnittlich,44,freigemeinnützig,87,0,Keine Teilnahme an einer Notfallstufe.
771446,7353,mittel,47.29,überdurchschnittlich,191,privat,231,0,Keine Teilnahme an einer Notfallstufe.
771447,2013,wenige,31.91,weit überdurchschnittlich,44,privat,51,0,Keine Teilnahme an einer Notfallstufe.
771450,37377,sehr viele,50.33,mittel,1.157,öffentlich,977,13,Stufe 3 - Umfassende Notfallversorgung
771451,6102,mittel,63.97,weit unterdurchschnittlich,99,freigemeinnützig,185,0,Stufe 1 - Basisnotfallversorgung
771452,10314,viele,53.45,mittel,164,freigemeinnützig,230,0,Stufe 2 - Erweiterte Notfallversorgung
771453,18099,sehr viele,42.79,weit überdurchschnittlich,266,freigemeinnützig,273,6,Stufe 1 - Basisnotfallversorgung
771454,716,sehr wenige,32.3,weit überdurchschnittlich,10,freigemeinnützig,12,0,Keine Teilnahme an einer Notfallstufe.
771455,376,sehr wenige,56.8,unterdurchschnittlich,32,freigemeinnützig,45,0,Keine Teilnahme an einer Notfallstufe.
771457,3684,wenige,50.36,mittel,66,privat,90,0,Stufe 1 - Basisnotfallversorgung
771462,610,sehr wenige,75.69,weit unterdurchschnittlich,18,privat,44,0,Keine Teilnahme an einer Notfallstufe.
771463,32143,sehr viele,52.56,mittel,489,freigemeinnützig,684,10,Stufe 2 - Erweiterte Notfallversorgung
771467,8207,mittel,50.42,mittel,150,privat,206,0,Stufe 1 - Basisnotfallversorgung
771469,16686,sehr viele,55.47,unterdurchschnittlich,235,öffentlich,277,0,Stufe 2 - Erweiterte Notfallversorgung
771470,16758,sehr viele,60.36,weit unterdurchschnittlich,257,öffentlich,321,0,Stufe 2 - Erweiterte Notfallversorgung
771472,3626,wenige,42.19,weit überdurchschnittlich,73,öffentlich,122,0,Stufe 1 - Basisnotfallversorgung
771473,16432,sehr viele,53.3,mittel,247,privat,282,0,Stufe 2 - Erweiterte Notfallversorgung
771474,7479,mittel,46.78,überdurchschnittlich,152,privat,317,0,Keine Teilnahme an einer Notfallstufe.
771492,7134,mittel,48.37,überdurchschnittlich,199,privat,215,0,Stufe 1 - Basisnotfallversorgung
771493,12375,viele,41.13,weit überdurchschnittlich,188,freigemeinnützig,266,0,Stufe 1 - Basisnotfallversorgung
771495,5026,wenige,46.18,überdurchschnittlich,356,freigemeinnützig,468,0,Stufe 2 - Erweiterte Notfallversorgung
771496,5124,mittel,41.48,weit überdurchschnittlich,61,privat,117,0,Keine Teilnahme an einer Notfallstufe.
771497,13680,viele,57.35,unterdurchschnittlich,175,öffentlich,261,22,Stufe 1 - Basisnotfallversorgung
771498,3215,wenige,44.37,überdurchschnittlich,93,öffentlich,151,0,Keine Teilnahme an einer Notfallstufe.
771499,9793,viele,44.5,überdurchschnittlich,190,öffentlich,206,0,Stufe 2 - Erweiterte Notfallversorgung
771503,26706,sehr viele,56.56,unterdurchschnittlich,373,öffentlich,500,0,Stufe 3 - Umfassende Notfallversorgung
771507,17810,sehr viele,53.34,mittel,360,freigemeinnützig,399,0,Stufe 2 - Erweiterte Notfallversorgung
771508,17564,sehr viele,49.17,mittel,295,öffentlich,340,10,Stufe 3 - Umfassende Notfallversorgung
771510,6933,mittel,64.76,weit unterdurchschnittlich,97,freigemeinnützig,186,0,Stufe 1 - Basisnotfallversorgung
771511,21926,sehr viele,54.11,unterdurchschnittlich,394,öffentlich,472,5,Stufe 3 - Umfassende Notfallversorgung
771514,2147,wenige,61.81,weit unterdurchschnittlich,83,öffentlich,92,0,Stufe 1 - Basisnotfallversorgung
771516,7550,mittel,47.66,überdurchschnittlich,136,öffentlich,215,0,Stufe 1 - Basisnotfallversorgung
771517,7927,mittel,62.2,weit unterdurchschnittlich,142,öffentlich,267,0,Stufe 1 - Basisnotfallversorgung
771519,56071,sehr viele,51.91,mittel,1.421,öffentlich,1384,59,Stufe 3 - Umfassende Notfallversorgung
771520,5213,mittel,57.69,unterdurchschnittlich,58,freigemeinnützig,141,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771521,12484,viele,54.87,unterdurchschnittlich,299,privat,275,0,Stufe 1 - Basisnotfallversorgung
771524,9473,viele,46.3,überdurchschnittlich,161,freigemeinnützig,220,0,Stufe 2 - Erweiterte Notfallversorgung
771525,4708,wenige,44.62,überdurchschnittlich,84,privat,150,0,Stufe 1 - Basisnotfallversorgung
771526,1870,wenige,74.4,weit unterdurchschnittlich,32,privat,87,0,Stufe 1 - Basisnotfallversorgung
771527,13841,viele,42.97,überdurchschnittlich,303,freigemeinnützig,338,8,Stufe 1 - Basisnotfallversorgung
771528,15153,viele,52.41,mittel,248,öffentlich,316,0,Stufe 2 - Erweiterte Notfallversorgung
771529,27779,sehr viele,55.68,unterdurchschnittlich,504,öffentlich,631,22,Stufe 3 - Umfassende Notfallversorgung
771534,9284,viele,49.99,mittel,164,öffentlich,226,5,Stufe 1 - Basisnotfallversorgung
771535,15221,viele,58.89,unterdurchschnittlich,242,privat,401,0,Stufe 2 - Erweiterte Notfallversorgung
771536,442,sehr wenige,62.12,weit unterdurchschnittlich,76,privat,56,0,Keine Teilnahme an einer Notfallstufe.
771537,22320,sehr viele,46.77,überdurchschnittlich,415,privat,561,8,Stufe 3 - Umfassende Notfallversorgung
771543,7751,mittel,41.1,weit überdurchschnittlich,125,privat,209,0,Stufe 1 - Basisnotfallversorgung
771544,3642,wenige,51.31,mittel,50,öffentlich,95,0,Stufe 1 - Basisnotfallversorgung
771546,2665,wenige,47.07,überdurchschnittlich,17,freigemeinnützig,40,0,Keine Teilnahme an einer Notfallstufe.
771547,2355,wenige,55.41,unterdurchschnittlich,83,freigemeinnützig,67,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771548,22197,sehr viele,45.88,überdurchschnittlich,399,privat,551,0,Stufe 2 - Erweiterte Notfallversorgung
771549,5045,wenige,50.4,mittel,123,privat,206,30,Stufe 1 - Basisnotfallversorgung
771550,10350,viele,54.09,unterdurchschnittlich,187,freigemeinnützig,272,0,Stufe 1 - Basisnotfallversorgung
771551,6477,mittel,38.06,weit überdurchschnittlich,159,öffentlich,175,10,Stufe 1 - Basisnotfallversorgung
771552,9287,viele,53.59,unterdurchschnittlich,151,öffentlich,272,0,Stufe 1 - Basisnotfallversorgung
771553,5624,mittel,50.13,mittel,128,öffentlich,172,0,Stufe 1 - Basisnotfallversorgung
771554,8076,mittel,30.98,weit überdurchschnittlich,255,öffentlich,223,0,Stufe 1 - Basisnotfallversorgung
771555,27024,sehr viele,60.76,weit unterdurchschnittlich,613,freigemeinnützig,668,17,Stufe 2 - Erweiterte Notfallversorgung
771556,1514,sehr wenige,59.54,weit unterdurchschnittlich,54,privat,82,0,Keine Teilnahme an einer Notfallstufe.
771557,5836,mittel,44.41,überdurchschnittlich,84,freigemeinnützig,116,0,Stufe 1 - Basisnotfallversorgung
771558,14441,viele,47.11,überdurchschnittlich,267,freigemeinnützig,319,0,Stufe 1 - Basisnotfallversorgung
771559,8394,mittel,50.36,mittel,139,freigemeinnützig,165,0,Stufe 1 - Basisnotfallversorgung
771560,1628,sehr wenige,73.76,weit unterdurchschnittlich,33,privat,100,0,Keine Teilnahme an einer Notfallstufe.
771561,14726,viele,45.92,überdurchschnittlich,227,freigemeinnützig,334,36,Stufe 1 - Basisnotfallversorgung
771562,16588,sehr viele,68.79,weit unterdurchschnittlich,333,freigemeinnützig,492,0,Stufe 2 - Erweiterte Notfallversorgung
771563,8550,mittel,65.09,weit unterdurchschnittlich,160,freigemeinnützig,243,34,Stufe 1 - Basisnotfallversorgung
771565,24531,sehr viele,47.11,überdurchschnittlich,481,öffentlich,515,0,Stufe 3 - Umfassende Notfallversorgung
771567,7362,mittel,58.85,unterdurchschnittlich,189,freigemeinnützig,206,15,Stufe 1 - Basisnotfallversorgung
771568,1704,sehr wenige,45.08,überdurchschnittlich,131,freigemeinnützig,121,0,Keine Teilnahme an einer Notfallstufe.
771569,10348,viele,44.75,überdurchschnittlich,211,öffentlich,279,0,Stufe 1 - Basisnotfallversorgung
771570,1689,sehr wenige,65.61,weit unterdurchschnittlich,27,öffentlich,36,0,Stufe 1 - Basisnotfallversorgung
771573,5448,mittel,47.74,überdurchschnittlich,102,freigemeinnützig,140,0,Stufe 1 - Basisnotfallversorgung
771574,20206,sehr viele,59.3,weit unterdurchschnittlich,300,freigemeinnützig,409,0,Stufe 2 - Erweiterte Notfallversorgung
771575,5531,mittel,53.85,unterdurchschnittlich,129,öffentlich,160,0,Stufe 1 - Basisnotfallversorgung
771576,5547,mittel,51.37,mittel,108,öffentlich,124,0,Stufe 1 - Basisnotfallversorgung
771577,6749,mittel,51.96,mittel,100,öffentlich,114,0,Stufe 1 - Basisnotfallversorgung
771578,13644,viele,44.9,überdurchschnittlich,230,privat,267,0,Stufe 1 - Basisnotfallversorgung
771580,22220,sehr viele,65.24,weit unterdurchschnittlich,350,freigemeinnützig,498,0,Stufe 3 - Umfassende Notfallversorgung
771581,6803,mittel,58.01,unterdurchschnittlich,93,freigemeinnützig,182,0,Stufe 1 - Basisnotfallversorgung
771582,7597,mittel,57.66,unterdurchschnittlich,129,freigemeinnützig,167,0,Stufe 1 - Basisnotfallversorgung
771583,28085,sehr viele,57.17,unterdurchschnittlich,415,freigemeinnützig,486,0,Stufe 2 - Erweiterte Notfallversorgung
771585,13428,viele,43.54,überdurchschnittlich,259,privat,365,0,Stufe 2 - Erweiterte Notfallversorgung
771587,5129,mittel,45.08,überdurchschnittlich,85,öffentlich,126,0,Stufe 1 - Basisnotfallversorgung
771588,5974,mittel,38.07,weit überdurchschnittlich,114,öffentlich,130,0,Stufe 1 - Basisnotfallversorgung
771589,4493,wenige,53.96,unterdurchschnittlich,88,öffentlich,233,0,Keine Teilnahme an einer Notfallstufe.
771591,7900,mittel,48.83,überdurchschnittlich,168,privat,275,11,Stufe 1 - Basisnotfallversorgung
771597,45595,sehr viele,49.8,mittel,875,freigemeinnützig,905,7,Stufe 3 - Umfassende Notfallversorgung
771598,3840,wenige,62.68,weit unterdurchschnittlich,72,privat,114,0,Stufe 1 - Basisnotfallversorgung
771599,3425,wenige,50.02,mittel,106,privat,137,8,Stufe 1 - Basisnotfallversorgung
771600,6981,mittel,51.91,mittel,110,privat,169,6,Stufe 1 - Basisnotfallversorgung
771601,23044,sehr viele,54.91,unterdurchschnittlich,494,freigemeinnützig,551,0,Stufe 2 - Erweiterte Notfallversorgung
771604,8156,mittel,50.94,mittel,286,freigemeinnützig,232,0,Stufe 2 - Erweiterte Notfallversorgung
771605,9806,viele,43.14,überdurchschnittlich,175,freigemeinnützig,202,0,Stufe 1 - Basisnotfallversorgung
771606,8856,mittel,69.89,weit unterdurchschnittlich,64,privat,0,0,Stufe 1 - Basisnotfallversorgung
771608,9381,viele,49.01,überdurchschnittlich,149,freigemeinnützig,221,0,Stufe 1 - Basisnotfallversorgung
771610,9880,viele,53.28,mittel,136,öffentlich,211,0,Stufe 1 - Basisnotfallversorgung
771615,17457,sehr viele,62.91,weit unterdurchschnittlich,234,freigemeinnützig,369,34,Stufe 1 - Basisnotfallversorgung
771617,2197,wenige,49.03,überdurchschnittlich,37,freigemeinnützig,40,0,Keine Teilnahme an einer Notfallstufe.
771618,5867,mittel,48.01,überdurchschnittlich,132,freigemeinnützig,186,24,Stufe 1 - Basisnotfallversorgung
771619,4643,wenige,44.67,überdurchschnittlich,63,freigemeinnützig,112,0,Stufe 1 - Basisnotfallversorgung
771620,7208,mittel,49.9,mittel,154,freigemeinnützig,259,0,Stufe 1 - Basisnotfallversorgung
771621,61333,sehr viele,48.02,überdurchschnittlich,1.374,öffentlich,1354,42,Stufe 3 - Umfassende Notfallversorgung
771622,1234,sehr wenige,61.38,weit unterdurchschnittlich,112,freigemeinnützig,106,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771623,502,sehr wenige,58.29,unterdurchschnittlich,8,freigemeinnützig,25,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771624,17942,sehr viele,55.01,unterdurchschnittlich,281,privat,352,0,Stufe 2 - Erweiterte Notfallversorgung
771625,1416,sehr wenige,48.36,überdurchschnittlich,31,freigemeinnützig,46,0,Keine Teilnahme an einer Notfallstufe.
771632,20793,sehr viele,43.92,überdurchschnittlich,474,privat,631,16,Stufe 3 - Umfassende Notfallversorgung
771636,1393,sehr wenige,34.27,weit überdurchschnittlich,43,freigemeinnützig,90,0,Keine Teilnahme an einer Notfallstufe.
771637,21163,sehr viele,58.03,unterdurchschnittlich,399,freigemeinnützig,514,10,Stufe 2 - Erweiterte Notfallversorgung
771638,3317,wenige,36.41,weit überdurchschnittlich,113,öffentlich,92,0,Stufe 3 - Umfassende Notfallversorgung
771639,9161,viele,50.84,mittel,224,freigemeinnützig,167,0,Stufe 2 - Erweiterte Notfallversorgung
771640,7519,mittel,59.53,weit unterdurchschnittlich,151,freigemeinnützig,218,0,Stufe 1 - Basisnotfallversorgung
771641,8666,mittel,63.52,weit unterdurchschnittlich,152,freigemeinnützig,216,0,Stufe 1 - Basisnotfallversorgung
771642,10529,viele,64.99,weit unterdurchschnittlich,126,freigemeinnützig,226,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771643,9499,viele,64.63,weit unterdurchschnittlich,164,freigemeinnützig,291,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771644,207,sehr wenige,83.64,weit unterdurchschnittlich,37,privat,56,0,Keine Teilnahme an einer Notfallstufe.
771645,817,sehr wenige,46.06,überdurchschnittlich,206,privat,133,0,Keine Teilnahme an einer Notfallstufe.
771647,10910,viele,53.84,unterdurchschnittlich,176,freigemeinnützig,259,0,Stufe 2 - Erweiterte Notfallversorgung
771648,26973,sehr viele,54.83,unterdurchschnittlich,445,öffentlich,525,0,Stufe 3 - Umfassende Notfallversorgung
771651,730,sehr wenige,32.65,weit überdurchschnittlich,9,privat,13,0,Keine Teilnahme an einer Notfallstufe.
771652,7611,mittel,37.47,weit überdurchschnittlich,182,öffentlich,258,0,Stufe 1 - Basisnotfallversorgung
771653,11573,viele,49.24,mittel,144,freigemeinnützig,175,0,Stufe 1 - Basisnotfallversorgung
771654,2028,wenige,70.75,weit unterdurchschnittlich,28,öffentlich,45,5,Stufe 1 - Basisnotfallversorgung
771656,1140,sehr wenige,47.62,überdurchschnittlich,71,freigemeinnützig,91,0,Keine Teilnahme an einer Notfallstufe.
771657,26133,sehr viele,59.01,weit unterdurchschnittlich,369,freigemeinnützig,530,0,Stufe 2 - Erweiterte Notfallversorgung
771658,21527,sehr viele,47.71,überdurchschnittlich,409,freigemeinnützig,454,0,Stufe 2 - Erweiterte Notfallversorgung
771661,9761,viele,48.54,überdurchschnittlich,169,öffentlich,244,0,Stufe 2 - Erweiterte Notfallversorgung
771662,7788,mittel,56.42,unterdurchschnittlich,110,öffentlich,187,0,Stufe 1 - Basisnotfallversorgung
771663,5746,mittel,39.34,weit überdurchschnittlich,123,privat,167,0,Stufe 1 - Basisnotfallversorgung
771664,5701,mittel,44.4,überdurchschnittlich,103,öffentlich,135,0,Stufe 1 - Basisnotfallversorgung
771665,4179,wenige,44.28,überdurchschnittlich,78,öffentlich,135,0,Stufe 1 - Basisnotfallversorgung
771666,2618,wenige,34.94,weit überdurchschnittlich,60,öffentlich,80,0,Stufe 1 - Basisnotfallversorgung
771667,8179,mittel,48.28,überdurchschnittlich,154,öffentlich,172,0,Stufe 1 - Basisnotfallversorgung
771668,8620,mittel,53.76,unterdurchschnittlich,116,freigemeinnützig,127,15,Stufe 2 - Erweiterte Notfallversorgung
771670,289,sehr wenige,79.21,weit unterdurchschnittlich,36,freigemeinnützig,19,0,Keine Teilnahme an einer Notfallstufe.
771671,147,sehr wenige,54.6,unterdurchschnittlich,5,freigemeinnützig,4,0,Keine Teilnahme an einer Notfallstufe.
771672,124,sehr wenige,37.45,weit überdurchschnittlich,1,freigemeinnützig,3,0,Keine Teilnahme an einer Notfallstufe.
771675,1254,sehr wenige,46.11,überdurchschnittlich,33,freigemeinnützig,49,0,Keine Teilnahme an einer Notfallstufe.
771676,7608,mittel,48.37,überdurchschnittlich,361,freigemeinnützig,273,8,Stufe 1 - Basisnotfallversorgung
771677,3718,wenige,45.71,überdurchschnittlich,150,freigemeinnützig,229,20,Stufe 1 - Basisnotfallversorgung
771678,9263,viele,59.96,weit unterdurchschnittlich,339,öffentlich,444,0,Stufe 2 - Erweiterte Notfallversorgung
771679,22886,sehr viele,54.36,unterdurchschnittlich,403,freigemeinnützig,439,10,Stufe 2 - Erweiterte Notfallversorgung
771680,6315,mittel,62.33,weit unterdurchschnittlich,129,freigemeinnützig,233,0,Stufe 2 - Erweiterte Notfallversorgung
771682,9512,viele,54.91,unterdurchschnittlich,97,privat,133,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771683,3754,wenige,44.82,überdurchschnittlich,118,privat,89,0,Stufe 1 - Basisnotfallversorgung
771684,1749,sehr wenige,47.7,überdurchschnittlich,19,freigemeinnützig,64,0,Stufe 1 - Basisnotfallversorgung
771685,692,sehr wenige,37.96,weit überdurchschnittlich,34,privat,35,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771686,17369,sehr viele,54.05,unterdurchschnittlich,335,privat,435,6,Stufe 2 - Erweiterte Notfallversorgung
771693,29558,sehr viele,58.54,unterdurchschnittlich,525,öffentlich,696,0,Stufe 3 - Umfassende Notfallversorgung
771694,4969,wenige,52.86,mittel,83,öffentlich,143,0,Stufe 1 - Basisnotfallversorgung
771695,17051,sehr viele,50.83,mittel,281,öffentlich,392,0,Stufe 2 - Erweiterte Notfallversorgung
771696,15044,viele,57.56,unterdurchschnittlich,299,freigemeinnützig,370,0,Stufe 2 - Erweiterte Notfallversorgung
771697,2537,wenige,47.44,überdurchschnittlich,78,freigemeinnützig,84,0,Keine Teilnahme an einer Notfallstufe.
771698,14069,viele,59.38,weit unterdurchschnittlich,201,freigemeinnützig,266,0,Stufe 2 - Erweiterte Notfallversorgung
771699,14619,viele,48.89,überdurchschnittlich,230,freigemeinnützig,316,0,Stufe 1 - Basisnotfallversorgung
771700,64169,sehr viele,53.3,mittel,1.617,öffentlich,1297,115,Stufe 3 - Umfassende Notfallversorgung
771701,25099,sehr viele,50.27,mittel,518,öffentlich,718,0,Stufe 3 - Umfassende Notfallversorgung
771702,6706,mittel,31.62,weit überdurchschnittlich,95,privat,105,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771703,14209,viele,43.13,überdurchschnittlich,373,freigemeinnützig,405,0,Stufe 2 - Erweiterte Notfallversorgung
771712,4708,wenige,34.78,weit überdurchschnittlich,99,öffentlich,0,0,Stufe 1 - Basisnotfallversorgung
771713,10079,viele,39.86,weit überdurchschnittlich,192,öffentlich,0,0,Stufe 1 - Basisnotfallversorgung
771715,7148,mittel,38.7,weit überdurchschnittlich,178,freigemeinnützig,121,0,Stufe 2 - Erweiterte Notfallversorgung
771716,6956,mittel,46.71,überdurchschnittlich,122,freigemeinnützig,182,0,Stufe 1 - Basisnotfallversorgung
771717,2713,wenige,54.78,unterdurchschnittlich,249,privat,267,0,Stufe 1 - Basisnotfallversorgung
771718,24170,sehr viele,53.27,mittel,466,öffentlich,531,6,Stufe 3 - Umfassende Notfallversorgung
771719,11366,viele,58.95,unterdurchschnittlich,176,öffentlich,269,0,Stufe 1 - Basisnotfallversorgung
771720,1344,sehr wenige,41.6,weit überdurchschnittlich,26,öffentlich,44,0,Keine Teilnahme an einer Notfallstufe.
771721,5467,mittel,66.22,weit unterdurchschnittlich,82,öffentlich,129,0,Stufe 1 - Basisnotfallversorgung
771722,29489,sehr viele,62.52,weit unterdurchschnittlich,432,öffentlich,547,2,Stufe 3 - Umfassende Notfallversorgung
771723,12952,viele,52.83,mittel,258,privat,229,0,Stufe 2 - Erweiterte Notfallversorgung
771725,9997,viele,64.79,weit unterdurchschnittlich,148,öffentlich,247,0,Stufe 1 - Basisnotfallversorgung
771726,2420,wenige,37.1,weit überdurchschnittlich,46,öffentlich,60,0,Keine Teilnahme an einer Notfallstufe.
771727,6177,mittel,62.24,weit unterdurchschnittlich,62,privat,127,0,Stufe 1 - Basisnotfallversorgung
771728,14782,viele,52.17,mittel,323,öffentlich,382,12,Stufe 2 - Erweiterte Notfallversorgung
771729,1512,sehr wenige,30.17,weit überdurchschnittlich,33,freigemeinnützig,50,0,Keine Teilnahme an einer Notfallstufe.
771730,9925,viele,53.84,unterdurchschnittlich,101,freigemeinnützig,188,0,Stufe 1 - Basisnotfallversorgung
771734,29605,sehr viele,50.41,mittel,554,öffentlich,417,70,Stufe 3 - Umfassende Notfallversorgung
771736,48346,sehr viele,61.34,weit unterdurchschnittlich,1.190,öffentlich,1050,55,Stufe 3 - Umfassende Notfallversorgung
771737,4141,wenige,59.81,weit unterdurchschnittlich,77,öffentlich,143,0,Stufe 1 - Basisnotfallversorgung
771738,6293,mittel,56.18,unterdurchschnittlich,111,öffentlich,162,0,Stufe 1 - Basisnotfallversorgung
771739,3144,wenige,65.71,weit unterdurchschnittlich,101,freigemeinnützig,149,25,"Ja, die Notfallstufe ist noch nicht vereinbart."
771746,647,sehr wenige,54.57,unterdurchschnittlich,108,öffentlich,105,0,Keine Teilnahme an einer Notfallstufe.
771748,8837,mittel,58.65,unterdurchschnittlich,107,öffentlich,181,0,Stufe 1 - Basisnotfallversorgung
771749,6412,mittel,66.54,weit unterdurchschnittlich,74,öffentlich,133,0,Stufe 1 - Basisnotfallversorgung
771750,1210,sehr wenige,53.65,unterdurchschnittlich,26,öffentlich,61,0,Keine Teilnahme an einer Notfallstufe.
771757,5316,mittel,55.4,unterdurchschnittlich,92,öffentlich,142,0,Stufe 1 - Basisnotfallversorgung
771758,8920,mittel,35.54,weit überdurchschnittlich,204,öffentlich,241,0,Stufe 2 - Erweiterte Notfallversorgung
771759,4491,wenige,44.48,überdurchschnittlich,193,öffentlich,249,5,Stufe 1 - Basisnotfallversorgung
771764,9906,viele,65.33,weit unterdurchschnittlich,137,freigemeinnützig,205,0,Stufe 1 - Basisnotfallversorgung
771765,1851,sehr wenige,37.54,weit überdurchschnittlich,28,freigemeinnützig,72,0,Keine Teilnahme an einer Notfallstufe.
771766,31518,sehr viele,58.74,unterdurchschnittlich,515,öffentlich,607,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771767,19339,sehr viele,49.54,mittel,271,freigemeinnützig,354,0,Stufe 2 - Erweiterte Notfallversorgung
771768,845,sehr wenige,53.9,unterdurchschnittlich,24,öffentlich,46,0,Keine Teilnahme an einer Notfallstufe.
771769,15046,viele,46.77,überdurchschnittlich,264,freigemeinnützig,328,0,Stufe 1 - Basisnotfallversorgung
771770,6880,mittel,42.29,weit überdurchschnittlich,98,privat,156,0,Stufe 1 - Basisnotfallversorgung
771778,2063,wenige,52.64,mittel,60,freigemeinnützig,90,0,Keine Teilnahme an einer Notfallstufe.
771779,6345,mittel,43.7,überdurchschnittlich,79,freigemeinnützig,140,0,Keine Teilnahme an einer Notfallstufe.
771780,7985,mittel,59.62,weit unterdurchschnittlich,150,freigemeinnützig,223,24,Keine Teilnahme an einer Notfallstufe.
771783,12507,viele,54.7,unterdurchschnittlich,153,freigemeinnützig,216,0,Stufe 1 - Basisnotfallversorgung
771784,3581,wenige,60.9,weit unterdurchschnittlich,74,freigemeinnützig,94,5,Stufe 1 - Basisnotfallversorgung
771785,4613,wenige,28.39,weit überdurchschnittlich,53,privat,60,0,Keine Teilnahme an einer Notfallstufe.
771789,1381,sehr wenige,69.42,weit unterdurchschnittlich,23,freigemeinnützig,45,0,Stufe 1 - Basisnotfallversorgung
771790,1904,wenige,57.99,unterdurchschnittlich,48,privat,58,0,Keine Teilnahme an einer Notfallstufe.
771792,5546,mittel,48.08,überdurchschnittlich,91,öffentlich,114,0,Stufe 1 - Basisnotfallversorgung
771793,5033,wenige,64.23,weit unterdurchschnittlich,136,freigemeinnützig,199,15,Keine Teilnahme an einer Notfallstufe.
771801,11518,viele,38.6,weit überdurchschnittlich,190,freigemeinnützig,297,0,Stufe 1 - Basisnotfallversorgung
771802,28187,sehr viele,42.16,weit überdurchschnittlich,581,freigemeinnützig,716,0,Stufe 2 - Erweiterte Notfallversorgung
771803,6718,mittel,34.45,weit überdurchschnittlich,207,öffentlich,180,0,Stufe 1 - Basisnotfallversorgung
771804,6624,mittel,68.75,weit unterdurchschnittlich,126,freigemeinnützig,274,0,Stufe 1 - Basisnotfallversorgung
771805,19339,sehr viele,45.26,überdurchschnittlich,341,freigemeinnützig,442,0,Stufe 1 - Basisnotfallversorgung
771807,36814,sehr viele,48.43,überdurchschnittlich,694,öffentlich,894,14,Stufe 3 - Umfassende Notfallversorgung
771808,11336,viele,39.02,weit überdurchschnittlich,200,freigemeinnützig,279,0,Stufe 1 - Basisnotfallversorgung
771809,4106,wenige,57.51,unterdurchschnittlich,97,freigemeinnützig,122,10,Keine Teilnahme an einer Notfallstufe.
771810,3028,wenige,44.59,überdurchschnittlich,39,freigemeinnützig,52,0,Stufe 1 - Basisnotfallversorgung
771811,1771,sehr wenige,34.55,weit überdurchschnittlich,14,privat,22,0,Keine Teilnahme an einer Notfallstufe.
771812,6544,mittel,57.31,unterdurchschnittlich,181,freigemeinnützig,208,0,Stufe 2 - Erweiterte Notfallversorgung
771813,19956,sehr viele,59.28,weit unterdurchschnittlich,241,freigemeinnützig,369,10,Stufe 2 - Erweiterte Notfallversorgung
771814,3525,wenige,44.75,überdurchschnittlich,54,freigemeinnützig,102,0,Keine Teilnahme an einer Notfallstufe.
771818,13871,viele,46.52,überdurchschnittlich,235,privat,319,10,Stufe 2 - Erweiterte Notfallversorgung
771819,3029,wenige,47.99,überdurchschnittlich,56,privat,123,0,Stufe 1 - Basisnotfallversorgung
771820,6290,mittel,56.35,unterdurchschnittlich,90,privat,151,0,Stufe 1 - Basisnotfallversorgung
771821,455,sehr wenige,38.61,weit überdurchschnittlich,11,freigemeinnützig,30,0,Keine Teilnahme an einer Notfallstufe.
771825,3993,wenige,32.27,weit überdurchschnittlich,63,privat,95,0,"Ja, die Notfallstufe ist noch nicht vereinbart."
771827,12792,viele,55.22,unterdurchschnittlich,195,freigemeinnützig,297,0,Stufe 1 - Basisnotfallversorgung
771830,2507,wenige,55.3,unterdurchschnittlich,30,privat,54,0,Stufe 1 - Basisnotfallversorgung
