name,street,city,zip,phone,mail,beds_number,latitude,longitude,link,hospital_id,federal_state_code
Krankenhaus Spremberg,Karl-Marx-Straße 80,"Spremberg, NL",03130,+49 (0)3563/52496,info@krankenhaus-spremberg.de,122,51.56491295504,14.37382292741,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771472/,771472,BB
St. Josefskrankenhaus Freiburg,Sautierstraße 1,Freiburg,79104,+49 (0)761/27111,info@rkk-sjk.de,282,48.001809236905,7.851977527125,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771473/,771473,BW
Sana Kliniken Sommerfeld,Waldhausstraße 44,Kremmen,16766,+49 (0)33055/5-0,info@sana-hu.de,317,52.810865208217,13.038772702184,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771474/,771474,BB
Herz-Kreislauf-Klinik Bevensen,Römstedter Straße 25,Bad Bevensen,29549,+49 (0)5821/82-0,info@hgz-bb.de,215,53.085718606891,10.604394436014,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771492/,771492,NI
Marienkrankenhaus Schwerte,Goethestraße 19,Schwerte,58239,+49 (0)2304/109-0,info@marien-kh.de,266,51.443761757032,7.56751853226,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771493/,771493,NW
BG Klinikum Hamburg gGmbH,Bergedorfer Straße 10,Hamburg,21033,+49 (0)40/7306-0,mail@bgk-hamburg.de,468,53.506116562744,10.177213557204,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771495/,771495,HH
Vulpius Klinik,Vulpiusstraße 29,Bad Rappenau,74906,+49 (0)7264/60-0,info@vulpiusklinik.de,117,49.244080925016,9.092735499144,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771496/,771496,BW
Elbe Klinikum Buxtehude,Am Krankenhaus 1,Buxtehude,21614,+49 (0)4161/7030,info@elbekliniken.de,261,53.461574793851,9.675736963782,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771497/,771497,NI
Kliniken des Landkreises Neustadt/A.-Bad Windsheim Klinik Bad,Erkenbrechtallee 45,Bad Windsheim,91438,+49 (0)9841/900,info@kliniken-nea.de,151,49.515081161395,10.411937945773,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771498/,771498,BY
Kliniken des Landkreises Neustadt/A.-Bad Windsheim Klinik Neustadt,Paracelsusstraße 30,Neustadt an der Aisch,91413,+49 (0)9161/700,info@kliniken-nea.de,206,49.58202623012,10.621789151237,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771499/,771499,BY
Elbe Klinikum Stade,Bremervörder Straße 111,"Stade, Niederelbe",21682,+49 (0)4141/97-0,info@elbekliniken.de,500,53.595440432972,9.443376767658,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771503/,771503,NI
Johanna Etienne Krankenhaus,Am Hasenberg 46,Neuss,41462,+49 (0)2131/529500,info@johanna-etienne-krankenhaus.de,399,51.213667703464,6.65874829881,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771507/,771507,NW
"Klinikum Barnim GmbH, Werner Forßmann Krankenhaus",Rudolf-Breitscheid-Straße 100,Eberswalde,16225,+49 (0)3334/69-0,info@klinikum-barnim.de,340,52.827704202016,13.790815829707,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771508/,771508,BB
Dreifaltigkeits-Krankenhaus Wesseling,Bonner Strasse 84,"Wesseling, Rheinland",50389,+49 (0)2236/77-0,info@krankenhaus-wesseling.de,186,50.822334550067,6.986637890323,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771510/,771510,NW
Klinikum Esslingen,Hirschlandstraße 97,Esslingen am Neckar,73730,+49 (0)711/3103-2001,info@klinikum-esslingen.de,472,48.737131873677,9.326441483572,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771511/,771511,BW
Bezirksklinikum Mainkofen,Mainkofen A3,Deggendorf,94469,+49 (0)9931/87-0,info@mainkofen.de,92,48.805782350793,12.896912813121,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771514/,771514,BY
Städtisches Krankenhaus Nettetal GmbH,Sassenfelder Kirchweg 1,Nettetal,41334,+49 (0)2153/125-0,info@krankenhaus-nettetal.de,215,51.309347754467,6.271489067003,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771516/,771516,NW
Stadtklinik Frankenthal,Elsa-Brändström-Straße 1,Frankenthal(Pfalz),67227,+49 (0)6233/771-1,mail@skh-ft.de,267,49.542970869077,8.330806016857,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771517/,771517,RP
Medizinische Hochschule Hannover,Carl-Neuberg-Straße 1,Hannover,30625,+49 (0)511/5320,geschaeftsstelle.praesidium@mh-hannover.de,1384,52.38356952366,9.806128263408,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771519/,771519,NI
Roland-Klinik gemeinn. GmbH,Niedersachsendamm 72-74,Bremen,28201,+49 (0)421/8778-0,info@roland-klinik.de,141,53.05658210342,8.823366880351,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771520/,771520,HB
Krankenhaus Rummelsberg GmbH,Rummelsberg 71,Schwarzenbruck,90592,+49 (0)9128/5040,kru-verwaltung@sana.de,275,49.362132616064,11.263945341143,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771521/,771521,BY
Marien Hospital Papenburg Aschendorf gGmbH,Hauptkanal rechts 75,Papenburg,26871,+49 (0)4961/93-0,geschaeftsfuehrung@hospital-papenburg.de,220,53.077564628791,7.396795928462,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771524/,771524,NI
Helios Klinik Schkeuditz,Leipziger Str. 45,Schkeuditz,04435,+49 (0)34204/800,info.schkeuditz@helios-kliniken.de,150,51.394703973835,12.230794787456,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771525/,771525,SN
HESCURO KLINIK Bad Brückenau,Bahnhofstraße 16,Bad Brückenau,97769,+49 (0)9741/898-0,info@fvprk.de,87,50.30745861741,9.784847617125,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771526/,771526,BY
Herz-Jesu Krankenhaus Münster-Hiltrup,Westfalenstraße 109,"Münster, Westfalen",48165,+49 (0)2501/17-0,info@hjk-muenster.de,338,51.908610285858,7.634223461282,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771527/,771527,NW
Städtisches Klinikum Wolfenbüttel gGmbH,Alter Weg 80,"Wolfenbüttel, Niedersachs",38302,+49 (0)5331/934-0,info@klinikum-wolfenbuettel.de,316,52.180351637734,10.533000468749,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771528/,771528,NI
Leopoldina-Krankenhaus der Stadt Schweinfurt,Gustav-Adolf-Straße 6-8,Schweinfurt,97422,+49 (0)9721/720-0,info@leopoldina.de,631,50.051936208683,10.243571877463,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771529/,771529,BY
ELBLANDKLINIKUM Radebeul,Heinrich-Zille-Straße 13,Radebeul,01445,+49 (0)351/833-30,kontakt.radebeul@elblandkliniken.de,226,51.108144839837,13.651184320434,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771534/,771534,SN
Helios Klinikum Schwelm GmbH,Dr.-Moeller-Straße 15,Schwelm,58332,+49 (0)2336/480,postmaster.schwelm@helios-kliniken.de,401,51.293446626116,7.311882555468,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771535/,771535,NW
Asklepios Neurologische Klinik Falkenstein,Asklepiosweg 15,Königstein im Taunus,61462,+49 (0)6174/9060-00,falkenstein@asklepios.com,56,50.191098275103,8.482940912181,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771536/,771536,HE
Helios Vogtland-Klinikum Plauen,Röntgenstraße 2,"Plauen, Vogtland",08529,+49 (0)3741/490,info.plauen@helios-gesundheit.de,561,50.492359253378,12.152829945071,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771537/,771537,SN
Helios Klinik Rottweil,Krankenhausstraße 30,Rottweil,78628,+49 (0)741/4760,info.rottweil@helios-kliniken.de,209,48.165042443185,8.612275958094,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771543/,771543,BW
Albklinik,Lautertalstraße 47,"Münsingen, Württemberg",72525,+49 (0)7381/1810,info@klin-rt.de,95,48.404089859142,9.489466935388,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771544/,771544,BW
Charlottenklinik für Augenheilkunde,Falkertstraße 50,Stuttgart,70176,+49 (0)711/6692-0,info@charlottenklinik.de,40,48.781557250788,9.162626624075,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771546/,771546,BW
Lungenklinik Neustadt,Badestraße 23,Harztor - Neustadt,99768,+49 (0)36331/360,neustadt@doceins.de,67,51.560000720476,10.839835524657,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771547/,771547,TH
Helios Klinikum Duisburg St. Johannes Klinik,Dieselstr. 185,Duisburg,47166,+49 (0)203/5460,kathrin.giesselmann@helios-gesundheit.de,551,51.487967123152,6.748853120953,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771548/,771548,NW
Helios Klinikum Duisburg Marien Klinik,Grunewaldstr. 96,Duisburg,47053,+49 (0)203/5460,kathrin.giesselmann@helios-gesundheit.de,206,51.412820119596,6.754675090297,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771549/,771549,NW
Krankenhaus St. Josef,Ludwigstraße 1,Schweinfurt,97421,+49 (0)9721/570,info@josef.de,272,50.043851391755,10.225560843928,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771550/,771550,BY
Krankenhaus Schongau,Marie-Eberth-Straße 6,Schongau,86956,+49 (0)8861/2150,info@kh-gmbh-ws.de,175,47.825130185444,10.899176448502,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771551/,771551,BY
Kliniken HochFranken Klinik Münchberg,Hofer Straße 40,"Münchberg, Oberfr",95213,+49 (0)9251/872-0,info@kliniken-hochfranken.de,272,50.195354613092,11.793603086589,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771552/,771552,BY
Kliniken HochFranken Klinik Naila,Hofer Straße 45,Naila,95119,+49 (0)9251/872-0,info@kliniken-hochfranken.de,172,50.324750360105,11.720983135756,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771553/,771553,BY
Krankenhaus Weilheim,Johann-Baur-Straße 4,Weilheim in Oberbayern,82362,+49 (0)881/1880,info@kh-gmbh-ws.de,223,47.83741268819,11.144314741823,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771554/,771554,BY
Kliniken Maria Hilf GmbH,Viersener Straße 450,Mönchengladbach,41063,+49 (0)2161/892-0,info@mariahilf.de,668,51.218465487226,6.419624588634,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771555/,771555,NW
FKH für Bewegungsstörungen/Parkinson,Straße nach Fichtenwalde 16,"Beelitz, Mark",14547,+49 (0)33204/2-2781,info@parkinson-beelitz.de,82,52.256069932263,12.928701817973,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771556/,771556,BB
Marienhospital Ankum-Bersenbrück,Lingener Straße 11,Ankum,49577,+49 (0)5462/881-0,info-mha@niels-stensen-kliniken.de,116,52.540904562921,7.874186217769,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771557/,771557,NI
Franziskus-Hospital Harderberg,Alte Rothenfelder Straße 23,Georgsmarienhütte,49124,+49 (0)541/502-0,info-fhh@nsk.de,319,52.237683745991,8.07109254597,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771558/,771558,NI
Krankenhaus St. Raphael,Bremer Straße 31,Ostercappeln,49179,+49 (0)5473/290,info-sro@niels-stensen-kliniken.de,165,52.34435720651,8.229503810389,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771559/,771559,NI
"BioMed - Fachklinik für Onkologie, Immunologie und Hyperthermie",Tischbergerstraße 5+8,Bad Bergzabern,76887,+49 (0)6343/705-0,info@biomed-klinik.de,100,49.094962148893,7.988936500624,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771560/,771560,RP
Frankfurter Rotkreuz-Kliniken,Königswarterstraße 8-16,Frankfurt am Main,60316,+49 (0)69/40710,info@rotkreuzkliniken.de,334,50.116926902221,8.697997212394,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771561/,771561,HE
Cellitinnen- Klinikverbund St. Petrus und Josef Petrus-Krankenhaus,Carnaper Str. 48,Wuppertal,42283,+49 (0)202/299-0,info.kh-petrus@cellitinnen.de,492,51.275534912024,7.191768407756,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771562/,771562,NW
Cellitinnen- Klinikverbund St. Petrus und Josef Krankenhaus,Bergstr. 6 -12,Wuppertal,42105,+49 (0)202/485-0,info.kh-josef@cellitinnen.de,243,51.260170938981,7.143887758239,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771563/,771563,NW
Klinikum am Steinenberg,Steinenbergstraße 31,Reutlingen,72764,+49 (0)7121/2000,info@kreiskliniken-reutlingen.de,515,48.483743343529,9.21819368004,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771565/,771565,BW
Dominikus-Krankenhaus Berlin-Hermsdorf GmbH,Kurhausstraße 30,Berlin,13467,+49 (0)30/4092-0,info@dominikus-berlin.de,206,52.624685022797,13.295363545385,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771567/,771567,BE
Epilepsiezentrum Kork,Landstraße 1,"Kehl, Rhein",77694,+49 (0)7851/84-0,info@diakonie-kork.de,121,48.565454754316,7.865772503637,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771568/,771568,BW
Kreiskrankenhaus Erbach,Albert-Schweitzer-Straße 10,"Erbach, Odenw",64711,+49 (0)6062/79-0,info@gz-odw.de,279,49.651827831428,9.000306844646,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771569/,771569,HE
LVR-Klinikum Düsseldorf,Bergische Landstraße 2,Düsseldorf,40629,+49 (0)211/922-0,klinikum-duesseldorf@lvr.de,36,51.244069758619,6.848201036519,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771570/,771570,NW
Elisabeth-Krankenhaus Thuine,Klosterstraße 4,"Thuine, Emsl",49832,+49 (0)5902/951-0,info-ekt@niels-stensen-kliniken.de,140,52.497606316962,7.488681435552,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771573/,771573,NI
"Hermann-Josef-Krankenhaus, Erkelenz",Tenholter Straße 43,Erkelenz,41812,+49 (0)2431/890,info@hjk-erkelenz.de,409,51.075119970099,6.313206553541,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771574/,771574,NW
Kreisklinik Wolfratshausen,Moosbauerweg 5,Wolfratshausen,82515,+49 (0)8171/750,info@kreisklinik-wolfratshausen.de,160,47.911648145839,11.428127093241,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771575/,771575,BY
Kliniken im Naturpark Altmühltal A.d.ö.R. Klinik Eichstätt,Ostenstraße 31,"Eichstätt, Bayern",85072,+49 (0)8421/6010,kna.info@klinikallianz.com,124,48.889926102548,11.19255137437,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771576/,771576,BY
Kliniken im Naturpark Altmühltal A.d.ö.R. Klinik Kösching,Krankenhausstraße 19,Kösching,85092,+49 (0)8456/71-0,kna.info@klinikallianz.com,114,48.815009902091,11.506906270915,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771577/,771577,BY
Helios-Klinik Erlenbach,Krankenhausstraße 45,Erlenbach am Main,63906,+49 (0)9372/7000,gf.erlenbach@helios-gesundheit.de,267,49.811506031558,9.166757011499,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771578/,771578,BY
Diakonie Klinikum GmbH Jung-Stilling Siegen,Wichernstraße 40,Siegen,57074,+49 (0)271/3334400,jsk@diakonie-sw.de,498,50.851210467588,8.018403768474,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771580/,771580,NW
Diakonie Klinikum GmbH Bethesda Freudenberg,Euelsbruchstraße 39,"Freudenberg, Westfalen",57258,+49 (0)271/3334400,info@diakonie-sw.de,182,50.899588821645,7.864717617631,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771581/,771581,NW
DRK-Krankenhaus Mölln-Ratzeburg gGmbH,Röpersberg 2,Ratzeburg,23909,+49 (0)4541/884-0,info@drk-krankenhaus.de,167,53.689775753485,10.779375247657,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771582/,771582,SH
Marienhospital Osnabrück Hauptstandort,Bischofsstraße 1,Osnabrück,49074,+49 (0)541/326-0,information-mho@nsk.de,486,52.270250138102,8.054364144818,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771583/,771583,NI
Helios Klinikum Niederberg,Robert-Koch-Straße 2,Velbert,42549,+49 (0)2051/9820,info.niederberg@helios-gesundheit.de,365,51.350371418841,7.01174873112,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771585/,771585,NW
Wertachklinik Schwabmünchen,Weidenhartstraße 35,Schwabmünchen,86830,+49 (0)8232/508-0,verwaltung.smue@wertachkliniken.de,126,48.175828972883,10.74609017377,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771587/,771587,BY
Wertachklinik Bobingen,Wertachstraße 55,Bobingen,86399,+49 (0)8234/81-810,verwaltung@wertachkliniken.de,130,48.281611472435,10.822921514609,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771588/,771588,BY
Klinikum Bad Bramstedt,Oskar-Alexander-Straße 26,Bad Bramstedt,24576,+49 (0)4192/900,info@klinikumbb.de,233,53.903603364398,9.893347263369,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771589/,771589,SH
Kliniken Erlabrunn gGmbH,Am Märzenberg 1a,Breitenbrunn/Erzgebirge,08359,+49 (0)049/3773-60,info@erlabrunn.de,275,50.473859853852,12.708371628542,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771591/,771591,SN
Krankenhaus Barmherzige Brüder Regensburg,Prüfeninger Straße 86,Regensburg,93049,+49 (0)941/369-0,geschaeftsfuehrung@barmherzige-regensburg.de,905,49.01692335715,12.064848124965,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771597/,771597,BY
KMG Klinikum Nordbrandenburg GmbH - Standort Wittstock,Meyenburger Chaussee 23,Wittstock,16909,+49 (0)3394/4270,wittstock@kmg-kliniken.de,114,53.170617526813,12.484153032237,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771598/,771598,BB
KMG Klinikum Nordbrandenburg GmbH - Standort Pritzwalk,Giesensdorfer Weg 2a,Pritzwalk,16928,+49 (0)3395/6850,pritzwalk@kmg-kliniken.de,137,53.148539865618,12.169218778545,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771599/,771599,BB
KMG Klinikum Nordbrandenburg GmbH - Standort Kyritz,Perleberger Straße 31a,Kyritz,16866,+49 (0)33971/640,kyritz@kmg-kliniken.de,169,52.94843748637,12.388516254723,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771600/,771600,BB
Alfried Krupp Krankenhaus Rüttenscheid,Alfried-Krupp-Str. 21,"Essen, Ruhr",45131,+49 (0)201/434-1,info@krupp-krankenhaus.de,551,51.426311791384,7.007736146434,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771601/,771601,NW
SRH Klinikum Karlsbad-Langensteinbach GmbH,Guttmannstraße 1,Karlsbad,76307,+49 (0)7202/610,info.kkl@srh.de,232,48.904304210237,8.502052187887,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771604/,771604,BW
DRK-Krankenhaus Clementinenhaus,Lützerodestrasse 1,Hannover,30163,+49 (0)511/33940,info@clementinenhaus.de,202,52.386950101116,9.744560301287,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771605/,771605,NI
Klinik Tettnang,Emil-Münch-Straße 16,Tettnang,88069,+49 (0)7542/5310,INFO.TT@medizincampus.de,0,47.672547269716,9.597669124669,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771606/,771606,BW
Christliches Klinikum Melle,Engelgarten 3,"Melle, Wiehengeb",49324,+49 (0)5422/104-0,info-ckm@niels-stensen-kliniken.de,221,52.198412712174,8.336137711985,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771608/,771608,NI
Klinikum Main-Spessart,Grafen-von-Rieneck-Straße 5,Lohr am Main,97816,+49 (0)9352/505-4600,info@klinikum-msp.de,211,49.99611393683,9.572110371664,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771610/,771610,BY
DIAKO Ev. Diakonie-Krankenhaus gemeinnützige GmbH,Gröpelinger Heerstraße 406,Bremen,28239,+49 (0)421/6102-0,info@diako-bremen.de,369,53.12580831379,8.745809036091,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771615/,771615,HB
Niels-Stensen-Kliniken Bramsche,Hasestraße 16,"Bramsche, Hase",49565,+49 (0)5461/805-0,info-nkb@niels-stensen-kliniken.de,40,52.408978902809,7.985304772837,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771617/,771617,NI
St. Marien-Hospital Lüdinghausen GmbH,Neustr. 1,Lüdinghausen,59348,+49 (0)2591/231-0,info@smh-luedinghausen.de,186,51.769245786699,7.447484314425,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771618/,771618,NW
St. Josef-Krankenhaus,Koblenzer Straße 23,Hermeskeil,54411,+49 (0)6503/810,nina.graesel@marienhaus.de,112,49.657546805244,6.948454767457,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771619/,771619,RP
Katholische Kliniken Oberberg gGmbH,Wohlandstraße 30,Engelskirchen,51766,+49 (0)2263/81-0,info@k-k-o.de,259,50.985778797605,7.378701209891,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771620/,771620,NW
Universitätsmedizin der Johannes Gutenberg-Universität Mainz Hauptstandort UM,Langenbeckstraße 1,Mainz,55131,+49 (0)6131/17-0,pr@unimedizin-mainz.de,1354,49.992949180831,8.259165929903,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771621/,771621,RP
Krankenhaus Lindenbrunn,Lindenbrunn 1,Coppenbrügge,31863,+49 (0)5156/782-0,info@krankenhaus-lindenbrunn.de,106,52.110663037004,9.549402236808,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771622/,771622,NI
Klinik Hohe Mark,Friedländerstraße 2,Oberursel(Taunus),61440,+49 (0)6171/204-0,info@hohemark.de,25,50.212372695508,8.533479563855,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771623/,771623,HE
Sana Klinikum Hameln-Pyrmont,Saint-Maur-Platz 1,Hameln,31785,+49 (0)5151/970,suela.ramm@sana.de,352,52.107513388766,9.352171897954,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771624/,771624,NI
St.-Vinzenz-Hospital,Hammer Straße 9,Haselünne,49740,+49 (0)5961/503-1001,info-svh@niels-stensen-kliniken.de,46,52.670925614607,7.482884109004,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771625/,771625,NI
Klinikum Frankfurt (Oder) GmbH,Müllroser Chaussee 7,Frankfurt(Oder),15236,+49 (0)335/548-0,gf@klinikumffo.de,631,52.301202545139,14.483436226828,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771632/,771632,BB
Orthopädisches Zentrum Martin-Ulbrich-Haus Rothenburg gGmbH,Horkaer Straße 15-21,Rothenburg/Oberlausitz,02929,+49 (0)35891/42-0,info@klinik-rothenburg.de,90,51.328451335125,14.965002715571,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771636/,771636,SN
Evangelisches Waldkrankenhaus Spandau,Stadtrandstraße 555-561,Berlin,13589,+49 (0)30/3702-0,waldkrankenhaus@jsd.de,514,52.56240480009,13.157562375036,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771637/,771637,BE
Bundeswehrkrankenhaus Westerstede,Lange Straße 38,Westerstede,26655,+49 (0)4488/50-0,bwkrhswesterstede@bundeswehr.org,92,53.258816264447,7.918362200244,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771638/,771638,NI
Vestische Kinder- und Jugendklinik Datteln,Dr.-Fr.-Steiner-Straße 5,Datteln,45711,+49 (0)2363/975-0,info@kinderklinik-datteln.de,167,51.642544400362,7.338056087428,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771639/,771639,NW
Cellitinnen-Krankenhaus St. Antonius,Schillerstr. 23,Köln,50968,+49 (0)221/3793-0,info@antonius-koeln.de,218,50.910195081296,6.966396331754,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771640/,771640,NW
Marienhospital Brühl GmbH,Mühlenstraße 21-25,"Brühl, Rheinland",50321,+49 (0)2232/74-0,marienhospital@marienhospital-bruehl.de,216,50.827334528491,6.900974035198,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771641/,771641,NW
GFO Kliniken Rhein-Berg Vinzenz Pallotti Hospital,Vinzenz-Pallotti-Straße 20,Bergisch Gladbach,51429,+49 (0)2204/41-0,info-vph@gfo-kliniken-rhein-berg.de,226,50.961933953238,7.175029277932,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771642/,771642,NW
GFO Kliniken Rhein-Berg Marien-Krankenhaus,Dr.-Robert-Koch-Straße 18,Bergisch Gladbach,51465,+49 (0)2204/41-0,info-vph@gfo-kliniken-rhein-berg.de,291,50.993831502512,7.130590438974,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771643/,771643,NW
Fachkliniken Waldeck GmbH (Neurokliniken Waldeck),Dr. Friedrich-Dittmann-Weg 1,Schwaan,18258,+49 (0)3844/880-0,info@fachklinik-waldeck.de,56,53.928710117128,12.121254578233,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771644/,771644,MV
FKH für neurologische Frührehabilitation,Paracelsusring 6a,"Beelitz, Mark",14547,+49 (0)33204/200,info@fruehreha-beelitz.de,133,52.267193219049,12.924351230258,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771645/,771645,BB
Sankt Marien-Hospital Buer GmbH,Mühlenstraße 5-9,Gelsenkirchen,45894,+49 (0)209/364-0,info@marienhospital-buer.de,259,51.581514913571,7.048548638804,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771647/,771647,NW
Klinikum Hanau GmbH,Leimenstraße 20,Hanau,63450,+49 (0)6181/2960,kontakt@klinikum-hanau.de,525,50.133500371191,8.922372043116,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771648/,771648,HE
Klinik Dr. Winkler,Brinckmannstraße 6,"Husum, Nordsee",25813,+49 (0)4841/6911-0,verwaltung@klinik-winkler.de,13,54.479906164001,9.055961609083,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771651/,771651,SH
Waldkliniken Eisenberg GmbH,Klosterlausnitzer Straße 81,"Eisenberg, Thüringen",07607,+49 (0)36691/8-0,info@waldkliniken-eisenberg.de,258,50.957495810086,11.882682647556,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771652/,771652,TH
Krankenhaus Waldfriede e.V.,Argentinische Allee 40,Berlin,14163,+49 (0)30/81810,info@waldfriede.de,175,52.444185357118,13.240225366317,https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/771653/,771653,BE
